SaleKey,InvoiceNumber,SaleDate,GameKey,CustomerKey,RetailerKey,UnitsSold,UnitPrice,DiscountPct,UnitCost,NetSalesAmount,TotalCostAmount,GrossProfitAmount,GrossMarginPct,PromoFlag,OrderSource
992,INV10991,2022-07-06,116,4,194,4,60.35,0.25,22.82,181.05,91.28,89.77,0.4958,True,Website
993,INV10992,2024-02-26,49,499,68,3,38.34,0.11,17.69,102.37,53.07,49.3,0.4816,True,Mobile App
994,INV10993,2022-05-13,227,311,114,3,35.84,0.39,16.48,65.59,49.44,16.15,0.2462,False,Mobile App
995,INV10994,2023-03-20,489,271,220,2,62.49,0.24,30.7,94.98,61.4,33.58,0.3535,False,Retail POS
996,INV10995,2023-05-30,69,64,220,1,62.3,0.16,24.37,52.33,24.37,27.96,0.5343,False,Mobile App
997,INV10996,2024-06-08,422,449,473,5,37.81,0.26,17.47,139.9,87.35,52.55,0.3756,False,Website
998,INV10997,2022-02-26,388,112,218,5,61.61,0.16,21.99,258.76,109.95,148.81,0.5751,False,Website
999,INV10998,2024-05-01,401,239,237,1,62.53,0.33,22.26,41.9,22.26,19.64,0.4687,True,Retail POS
1000,INV10999,2022-05-08,126,144,431,2,41.19,0.23,19.48,63.43,38.96,24.47,0.3858,True,Mobile App
1001,INV11000,2023-06-15,437,374,386,1,23.31,0.02,11.79,22.84,11.79,11.05,0.4838,False,Mobile App
1002,INV11001,2022-06-06,213,20,298,1,20.07,0.07,6.75,18.67,6.75,11.92,0.6385,True,Retail POS
1003,INV11002,2022-11-08,53,64,418,5,46.15,0.35,15.55,149.99,77.75,72.24,0.4816,True,Website
1004,INV11003,2022-06-18,112,289,94,2,37.19,0.23,17.46,57.27,34.92,22.35,0.3903,True,Website
1005,INV11004,2022-06-15,159,81,253,3,69.85,0.38,26.61,129.92,79.83,50.09,0.3855,True,Website
1006,INV11005,2022-11-27,240,197,405,5,58.61,0.03,24.48,284.26,122.4,161.86,0.5694,True,Website
1007,INV11006,2023-12-28,150,382,492,3,58.05,0.12,24.39,153.25,73.17,80.08,0.5225,False,Retail POS
1008,INV11007,2022-08-19,139,69,357,2,67.75,0.08,23.95,124.66,47.9,76.76,0.6158,True,Mobile App
1009,INV11008,2022-12-21,418,186,428,1,64.38,0.22,19.34,50.22,19.34,30.88,0.6149,True,Website
1010,INV11009,2023-06-16,113,167,215,4,35.9,0.15,19.96,122.06,79.84,42.22,0.3459,False,Mobile App
1011,INV11010,2022-10-18,143,205,481,4,28.29,0.06,14.56,106.37,58.24,48.13,0.4525,False,Mobile App
1012,INV11011,2024-05-16,370,492,380,2,57.28,0.26,29.05,84.77,58.1,26.67,0.3146,False,Website
1013,INV11012,2022-03-22,138,164,258,4,38.9,0.21,18.05,122.92,72.2,50.72,0.4126,False,Website
1014,INV11013,2022-09-14,486,94,347,3,43.65,0.11,22.27,116.55,66.81,49.74,0.4268,False,Website
1015,INV11014,2022-07-21,480,249,240,4,51.51,0.19,29.91,166.89,119.64,47.25,0.2831,False,Mobile App
1016,INV11015,2023-10-13,437,68,315,2,65.38,0.3,32.67,91.53,65.34,26.19,0.2861,False,Retail POS
1017,INV11016,2023-07-19,304,343,214,2,40.94,0.08,15.54,75.33,31.08,44.25,0.5874,False,Website
1018,INV11017,2022-10-09,31,21,98,3,59.16,0.12,27.87,156.18,83.61,72.57,0.4647,True,Mobile App
1019,INV11018,2022-05-09,293,319,16,4,33.41,0.14,14.46,114.93,57.84,57.09,0.4967,False,Mobile App
1020,INV11019,2023-10-03,108,85,404,4,54.89,0.3,25.63,153.69,102.52,51.17,0.3329,False,Website
1021,INV11020,2022-11-07,284,390,154,1,20.07,0.34,9.14,13.25,9.14,4.11,0.3102,True,Retail POS
1022,INV11021,2023-09-22,159,24,16,5,63.57,0.15,35.45,270.17,177.25,92.92,0.3439,False,Website
1023,INV11022,2023-07-01,326,111,198,2,21.51,0.12,10.66,37.86,21.32,16.54,0.4369,False,Website
1024,INV11023,2022-04-06,14,437,493,1,55.63,0.36,19.84,35.6,19.84,15.76,0.4427,False,Retail POS
1025,INV11024,2023-05-30,122,351,108,2,22.3,0.4,7.11,26.76,14.22,12.54,0.4686,False,Website
1026,INV11025,2023-10-19,215,83,23,1,33.3,0.27,14.23,24.31,14.23,10.08,0.4146,True,Website
1027,INV11026,2022-06-22,272,358,42,5,44.85,0.4,13.67,134.55,68.35,66.2,0.492,True,Retail POS
1028,INV11027,2023-08-30,25,460,37,1,40.99,0.26,16.21,30.33,16.21,14.12,0.4655,False,Mobile App
1029,INV11028,2023-08-18,423,78,328,2,29.58,0.29,12.14,42.0,24.28,17.72,0.4219,True,Mobile App
1030,INV11029,2022-06-07,322,434,390,4,36.68,0.16,15.14,123.24,60.56,62.68,0.5086,True,Mobile App
1031,INV11030,2022-06-25,294,380,165,2,56.38,0.17,33.48,93.59,66.96,26.63,0.2845,True,Mobile App
1032,INV11031,2023-11-06,169,140,116,3,53.45,0.06,20.91,150.73,62.73,88.0,0.5838,True,Mobile App
1033,INV11032,2023-10-02,103,440,150,3,23.58,0.33,8.95,47.4,26.85,20.55,0.4335,True,Website
1034,INV11033,2024-01-08,354,376,6,3,57.36,0.37,19.43,108.41,58.29,50.12,0.4623,True,Retail POS
1035,INV11034,2023-09-12,371,271,32,3,22.64,0.25,10.26,50.94,30.78,20.16,0.3958,False,Mobile App
1036,INV11035,2022-12-12,40,339,145,5,47.14,0.14,16.32,202.7,81.6,121.1,0.5974,False,Retail POS
1037,INV11036,2024-05-12,235,476,294,4,32.99,0.06,16.0,124.04,64.0,60.04,0.484,True,Mobile App
1038,INV11037,2023-08-01,320,424,401,4,49.37,0.11,17.11,175.76,68.44,107.32,0.6106,True,Website
1039,INV11038,2022-02-12,89,169,293,2,33.06,0.1,15.64,59.51,31.28,28.23,0.4744,True,Mobile App
1040,INV11039,2024-04-25,100,197,407,1,69.24,0.25,37.94,51.93,37.94,13.99,0.2694,False,Mobile App
1041,INV11040,2024-06-03,144,453,177,2,35.48,0.38,11.1,44.0,22.2,21.8,0.4955,False,Retail POS
1042,INV11041,2022-01-30,82,262,445,2,32.09,0.02,13.67,62.9,27.34,35.56,0.5653,False,Retail POS
1043,INV11042,2022-03-25,77,215,177,2,33.91,0.0,14.86,67.82,29.72,38.1,0.5618,False,Website
1044,INV11043,2022-02-16,59,67,61,2,64.81,0.24,34.82,98.51,69.64,28.87,0.2931,False,Retail POS
1045,INV11044,2023-10-19,229,229,77,4,51.8,0.11,22.81,184.41,91.24,93.17,0.5052,False,Retail POS
1046,INV11045,2024-02-29,91,161,416,1,56.52,0.35,26.58,36.74,26.58,10.16,0.2765,True,Retail POS
1047,INV11046,2023-08-14,354,427,383,2,65.89,0.13,35.41,114.65,70.82,43.83,0.3823,False,Website
1048,INV11047,2022-09-29,395,122,86,4,65.58,0.12,30.69,230.84,122.76,108.08,0.4682,False,Website
1049,INV11048,2023-10-29,1,149,191,2,56.94,0.11,23.2,101.35,46.4,54.95,0.5422,False,Website
1050,INV11049,2022-08-04,269,340,7,3,29.88,0.06,9.73,84.26,29.19,55.07,0.6536,True,Retail POS
1051,INV11050,2024-02-25,286,193,406,2,62.16,0.23,32.26,95.73,64.52,31.21,0.326,False,Retail POS
1052,INV11051,2023-08-09,197,231,85,2,30.18,0.07,16.94,56.13,33.88,22.25,0.3964,True,Website
1053,INV11052,2023-03-03,274,111,262,5,57.13,0.17,33.76,237.09,168.8,68.29,0.288,True,Retail POS
1054,INV11053,2023-09-25,78,145,445,3,54.27,0.18,31.37,133.5,94.11,39.39,0.2951,False,Retail POS
1055,INV11054,2023-10-17,141,221,398,1,57.93,0.01,31.24,57.35,31.24,26.11,0.4553,False,Mobile App
1056,INV11055,2022-02-01,288,392,400,2,46.62,0.01,22.99,92.31,45.98,46.33,0.5019,False,Website
1057,INV11056,2023-05-25,71,64,259,1,51.93,0.21,27.75,41.02,27.75,13.27,0.3235,True,Website
1058,INV11057,2023-10-05,456,126,393,3,67.66,0.28,29.07,146.15,87.21,58.94,0.4033,False,Retail POS
1059,INV11058,2023-07-13,50,218,47,2,25.04,0.38,11.98,31.05,23.96,7.09,0.2283,True,Retail POS
1060,INV11059,2022-10-24,455,284,341,5,35.43,0.07,14.34,164.75,71.7,93.05,0.5648,True,Mobile App
1061,INV11060,2023-10-20,372,354,498,4,50.56,0.04,20.12,194.15,80.48,113.67,0.5855,False,Website
1062,INV11061,2022-11-06,369,474,94,5,68.19,0.02,35.94,334.13,179.7,154.43,0.4622,False,Website
1063,INV11062,2023-05-10,80,397,478,5,24.77,0.17,10.8,102.8,54.0,48.8,0.4747,False,Retail POS
1064,INV11063,2022-09-08,235,236,426,4,21.12,0.25,7.68,63.36,30.72,32.64,0.5152,True,Website
1065,INV11064,2024-04-04,287,485,426,4,22.78,0.34,8.21,60.14,32.84,27.3,0.4539,False,Retail POS
1066,INV11065,2024-04-06,307,13,224,4,22.61,0.27,12.61,66.02,50.44,15.58,0.236,True,Mobile App
1067,INV11066,2023-12-03,155,422,279,2,65.38,0.08,32.91,120.3,65.82,54.48,0.4529,False,Retail POS
1068,INV11067,2023-02-20,60,153,3,1,56.05,0.18,26.0,45.96,26.0,19.96,0.4343,True,Mobile App
1069,INV11068,2022-11-01,33,239,129,1,53.85,0.36,22.63,34.46,22.63,11.83,0.3433,False,Retail POS
1070,INV11069,2023-04-10,437,190,323,4,46.12,0.13,19.8,160.5,79.2,81.3,0.5065,False,Mobile App
1071,INV11070,2022-03-16,127,151,249,5,59.09,0.2,18.75,236.36,93.75,142.61,0.6034,True,Mobile App
1072,INV11071,2023-12-07,221,86,229,3,27.77,0.38,12.12,51.65,36.36,15.29,0.296,True,Website
1073,INV11072,2022-03-03,200,21,327,4,39.59,0.29,21.32,112.44,85.28,27.16,0.2416,False,Retail POS
1074,INV11073,2022-06-11,417,182,131,5,44.49,0.3,18.53,155.72,92.65,63.07,0.405,True,Website
1075,INV11074,2023-03-27,126,319,228,5,25.51,0.1,10.59,114.8,52.95,61.85,0.5388,True,Website
1076,INV11075,2023-03-02,41,158,177,2,40.97,0.17,12.48,68.01,24.96,43.05,0.633,True,Retail POS
1077,INV11076,2023-05-11,275,459,323,2,35.82,0.03,15.67,69.49,31.34,38.15,0.549,True,Website
1078,INV11077,2023-04-21,469,452,311,1,21.77,0.24,6.7,16.55,6.7,9.85,0.5952,False,Website
1079,INV11078,2022-07-28,297,481,388,1,26.83,0.04,12.64,25.76,12.64,13.12,0.5093,True,Website
1080,INV11079,2022-12-15,85,367,31,3,58.19,0.33,26.3,116.96,78.9,38.06,0.3254,False,Retail POS
1081,INV11080,2023-09-14,89,76,66,3,20.89,0.33,11.53,41.99,34.59,7.4,0.1762,False,Website
1082,INV11081,2022-05-28,42,329,206,3,66.7,0.21,31.65,158.08,94.95,63.13,0.3994,False,Website
1083,INV11082,2022-11-17,120,416,101,3,24.31,0.06,9.65,68.55,28.95,39.6,0.5777,True,Website
1084,INV11083,2024-06-01,279,203,320,5,59.95,0.01,27.27,296.75,136.35,160.4,0.5405,False,Retail POS
1085,INV11084,2024-01-06,459,229,31,5,64.92,0.32,33.1,220.73,165.5,55.23,0.2502,False,Mobile App
1086,INV11085,2022-11-23,33,152,373,1,67.05,0.24,22.01,50.96,22.01,28.95,0.5681,False,Mobile App
1087,INV11086,2024-01-22,276,263,191,2,63.36,0.28,30.81,91.24,61.62,29.62,0.3246,False,Mobile App
1088,INV11087,2024-05-31,153,72,66,2,34.37,0.12,19.76,60.49,39.52,20.97,0.3467,False,Mobile App
1089,INV11088,2022-12-20,90,225,415,4,36.64,0.2,14.28,117.25,57.12,60.13,0.5128,True,Website
1090,INV11089,2023-02-13,104,473,303,5,41.32,0.3,20.16,144.62,100.8,43.82,0.303,False,Retail POS
1091,INV11090,2022-05-14,436,385,235,3,26.95,0.19,14.73,65.49,44.19,21.3,0.3252,True,Website
1092,INV11091,2024-02-18,12,131,278,3,21.1,0.24,9.57,48.11,28.71,19.4,0.4032,False,Retail POS
1093,INV11092,2023-01-15,160,360,202,4,63.45,0.32,32.7,172.58,130.8,41.78,0.2421,False,Website
1094,INV11093,2023-06-12,417,28,500,2,47.7,0.09,18.76,86.81,37.52,49.29,0.5678,True,Mobile App
1095,INV11094,2023-07-30,458,299,350,3,50.43,0.03,19.76,146.75,59.28,87.47,0.596,True,Mobile App
1096,INV11095,2022-04-19,196,97,225,2,66.34,0.21,33.19,104.82,66.38,38.44,0.3667,False,Retail POS
1097,INV11096,2022-11-23,399,46,83,4,53.25,0.02,27.24,208.74,108.96,99.78,0.478,False,Website
1098,INV11097,2022-09-05,307,1,46,2,54.53,0.31,31.69,75.25,63.38,11.87,0.1577,False,Mobile App
1099,INV11098,2023-04-23,262,166,89,2,59.34,0.29,21.8,84.26,43.6,40.66,0.4826,False,Retail POS
1100,INV11099,2022-05-06,91,245,186,2,25.81,0.35,11.37,33.55,22.74,10.81,0.3222,False,Website
1101,INV11100,2022-10-01,197,219,375,3,38.0,0.26,14.26,84.36,42.78,41.58,0.4929,True,Retail POS
1102,INV11101,2023-04-06,69,102,189,1,68.4,0.03,22.16,66.35,22.16,44.19,0.666,False,Website
1103,INV11102,2022-09-11,466,291,246,5,66.14,0.1,27.84,297.63,139.2,158.43,0.5323,False,Website
1104,INV11103,2022-05-25,220,458,46,2,64.19,0.32,26.46,87.3,52.92,34.38,0.3938,True,Website
1105,INV11104,2022-04-10,419,204,257,2,42.59,0.07,16.23,79.22,32.46,46.76,0.5903,True,Retail POS
1106,INV11105,2022-02-21,379,202,352,2,62.85,0.28,24.45,90.5,48.9,41.6,0.4597,False,Retail POS
1107,INV11106,2022-10-25,214,54,409,1,22.41,0.31,9.15,15.46,9.15,6.31,0.4082,True,Website
1108,INV11107,2023-01-29,418,482,61,4,27.42,0.13,16.36,95.42,65.44,29.98,0.3142,True,Mobile App
1109,INV11108,2024-06-03,447,280,105,3,40.69,0.13,21.76,106.2,65.28,40.92,0.3853,True,Website
1110,INV11109,2023-09-23,452,412,337,1,44.16,0.22,14.19,34.44,14.19,20.25,0.588,False,Retail POS
1111,INV11110,2023-03-05,146,278,14,2,33.17,0.34,18.63,43.78,37.26,6.52,0.1489,False,Website
1112,INV11111,2022-09-12,233,493,301,1,37.81,0.09,18.53,34.41,18.53,15.88,0.4615,False,Retail POS
1113,INV11112,2024-06-05,371,16,77,1,28.13,0.38,15.95,17.44,15.95,1.49,0.0854,True,Website
1114,INV11113,2022-06-13,410,13,230,1,44.45,0.24,17.89,33.78,17.89,15.89,0.4704,False,Website
1115,INV11114,2024-04-13,234,356,167,4,59.68,0.4,26.22,143.23,104.88,38.35,0.2678,False,Mobile App
1116,INV11115,2022-12-02,214,356,66,5,53.06,0.04,30.18,254.69,150.9,103.79,0.4075,True,Mobile App
1117,INV11116,2023-08-15,367,318,32,3,25.38,0.05,9.69,72.33,29.07,43.26,0.5981,False,Retail POS
1118,INV11117,2024-01-09,481,427,96,4,44.37,0.33,25.5,118.91,102.0,16.91,0.1422,True,Website
1119,INV11118,2022-11-17,61,87,58,4,54.87,0.35,30.1,142.66,120.4,22.26,0.156,True,Retail POS
1120,INV11119,2022-07-14,363,78,104,5,46.48,0.18,27.62,190.57,138.1,52.47,0.2753,True,Website
1121,INV11120,2024-02-21,78,416,312,4,39.57,0.29,15.72,112.38,62.88,49.5,0.4405,True,Website
1122,INV11121,2022-06-13,95,67,134,1,51.09,0.35,18.94,33.21,18.94,14.27,0.4297,False,Website
1123,INV11122,2023-05-26,330,347,217,1,68.42,0.02,27.32,67.05,27.32,39.73,0.5925,False,Mobile App
1124,INV11123,2023-06-12,499,211,67,2,24.74,0.23,14.51,38.1,29.02,9.08,0.2383,False,Retail POS
1125,INV11124,2023-04-24,216,214,466,4,39.49,0.34,15.79,104.25,63.16,41.09,0.3941,True,Website
1126,INV11125,2023-05-26,213,185,178,2,40.32,0.16,18.93,67.74,37.86,29.88,0.4411,False,Website
1127,INV11126,2024-06-19,304,449,374,3,48.84,0.12,20.57,128.94,61.71,67.23,0.5214,False,Retail POS
1128,INV11127,2022-11-12,200,453,247,1,27.6,0.32,11.56,18.77,11.56,7.21,0.3841,True,Retail POS
1129,INV11128,2023-05-25,352,433,294,3,28.82,0.13,10.32,75.22,30.96,44.26,0.5884,True,Website
1130,INV11129,2022-01-24,31,33,235,5,34.26,0.0,15.8,171.3,79.0,92.3,0.5388,False,Mobile App
1131,INV11130,2022-04-03,290,115,131,1,67.78,0.38,37.61,42.02,37.61,4.41,0.105,True,Mobile App
1132,INV11131,2023-02-07,343,275,112,3,56.7,0.24,17.85,129.28,53.55,75.73,0.5858,False,Website
1133,INV11132,2023-06-02,473,420,389,5,53.07,0.33,30.08,177.78,150.4,27.38,0.154,True,Mobile App
1134,INV11133,2023-04-14,135,499,408,3,60.84,0.33,30.4,122.29,91.2,31.09,0.2542,True,Retail POS
1135,INV11134,2022-09-04,83,198,54,5,26.37,0.03,12.79,127.89,63.95,63.94,0.5,False,Mobile App
1136,INV11135,2022-08-09,391,380,290,5,62.96,0.07,30.71,292.76,153.55,139.21,0.4755,True,Retail POS
1137,INV11136,2023-08-21,47,143,239,1,49.73,0.12,19.34,43.76,19.34,24.42,0.558,True,Retail POS
1138,INV11137,2022-12-28,392,228,240,2,36.76,0.13,15.61,63.96,31.22,32.74,0.5119,True,Retail POS
1139,INV11138,2022-02-19,206,120,295,5,60.78,0.26,32.81,224.89,164.05,60.84,0.2705,False,Retail POS
1140,INV11139,2022-02-21,385,353,112,5,60.12,0.25,23.56,225.45,117.8,107.65,0.4775,False,Mobile App
1141,INV11140,2022-10-16,381,24,88,1,62.28,0.2,27.47,49.82,27.47,22.35,0.4486,False,Retail POS
1142,INV11141,2023-05-22,77,27,228,2,25.77,0.08,7.88,47.42,15.76,31.66,0.6677,True,Website
1143,INV11142,2023-09-04,259,433,476,4,68.46,0.15,35.6,232.76,142.4,90.36,0.3882,True,Retail POS
1144,INV11143,2024-05-13,437,75,304,4,67.97,0.22,28.91,212.07,115.64,96.43,0.4547,True,Website
1145,INV11144,2023-11-01,92,241,305,2,37.86,0.19,17.33,61.33,34.66,26.67,0.4349,True,Retail POS
1146,INV11145,2023-11-20,422,23,290,3,23.28,0.05,7.78,66.35,23.34,43.01,0.6482,False,Retail POS
1147,INV11146,2023-04-27,435,161,208,1,28.34,0.26,16.93,20.97,16.93,4.04,0.1927,False,Mobile App
1148,INV11147,2022-10-20,399,41,356,2,69.63,0.03,27.21,135.08,54.42,80.66,0.5971,True,Retail POS
1149,INV11148,2023-07-04,100,238,391,4,48.14,0.15,23.61,163.68,94.44,69.24,0.423,False,Retail POS
1150,INV11149,2022-01-09,383,239,274,5,37.82,0.28,17.94,136.15,89.7,46.45,0.3412,False,Mobile App
1151,INV11150,2024-05-17,195,56,70,4,34.4,0.01,18.42,136.22,73.68,62.54,0.4591,False,Mobile App
1152,INV11151,2022-04-21,192,413,370,5,32.84,0.23,12.75,126.43,63.75,62.68,0.4958,True,Website
1153,INV11152,2023-03-18,68,415,220,1,53.2,0.13,28.02,46.28,28.02,18.26,0.3946,False,Mobile App
1154,INV11153,2022-05-18,389,449,231,5,40.96,0.0,16.99,204.8,84.95,119.85,0.5852,False,Website
1155,INV11154,2022-09-28,242,98,290,2,68.26,0.08,28.9,125.6,57.8,67.8,0.5398,False,Retail POS
1156,INV11155,2024-01-15,90,146,307,5,54.18,0.38,27.19,167.96,135.95,32.01,0.1906,False,Website
1157,INV11156,2023-01-10,345,466,361,3,59.59,0.21,31.9,141.23,95.7,45.53,0.3224,False,Mobile App
1158,INV11157,2024-02-22,10,262,349,2,34.63,0.4,17.32,41.56,34.64,6.92,0.1665,True,Retail POS
1159,INV11158,2023-02-17,264,436,255,1,23.95,0.21,13.65,18.92,13.65,5.27,0.2785,False,Website
1160,INV11159,2023-01-10,268,40,452,2,44.38,0.22,17.11,69.23,34.22,35.01,0.5057,False,Website
1161,INV11160,2022-02-16,320,193,142,3,35.72,0.16,20.37,90.01,61.11,28.9,0.3211,True,Website
1162,INV11161,2023-02-15,118,239,69,1,30.09,0.12,10.21,26.48,10.21,16.27,0.6144,False,Retail POS
1163,INV11162,2022-02-22,250,42,89,4,67.62,0.1,33.67,243.43,134.68,108.75,0.4467,True,Website
1164,INV11163,2023-08-07,59,222,359,3,42.19,0.14,19.59,108.85,58.77,50.08,0.4601,True,Website
1165,INV11164,2023-07-30,195,196,136,1,28.73,0.18,12.88,23.56,12.88,10.68,0.4533,True,Mobile App
1166,INV11165,2022-07-19,475,288,143,5,29.92,0.08,11.77,137.63,58.85,78.78,0.5724,True,Website
1167,INV11166,2023-01-07,50,10,339,2,34.03,0.09,15.35,61.93,30.7,31.23,0.5043,False,Retail POS
1168,INV11167,2023-07-21,407,235,187,1,69.96,0.11,24.38,62.26,24.38,37.88,0.6084,False,Mobile App
1169,INV11168,2022-10-23,296,325,11,2,33.39,0.18,13.72,54.76,27.44,27.32,0.4989,True,Retail POS
1170,INV11169,2022-03-17,378,265,148,5,36.43,0.26,12.01,134.79,60.05,74.74,0.5545,False,Mobile App
1171,INV11170,2023-01-31,97,69,439,1,52.96,0.34,24.97,34.95,24.97,9.98,0.2856,True,Mobile App
1172,INV11171,2023-06-01,462,445,292,4,34.69,0.11,11.4,123.5,45.6,77.9,0.6308,False,Website
1173,INV11172,2023-04-07,127,139,338,3,30.78,0.07,10.71,85.88,32.13,53.75,0.6259,False,Retail POS
1174,INV11173,2024-02-22,246,355,398,1,27.92,0.15,9.09,23.73,9.09,14.64,0.6169,True,Website
1175,INV11174,2023-07-18,87,219,442,5,35.62,0.36,14.76,113.98,73.8,40.18,0.3525,False,Mobile App
1176,INV11175,2022-10-14,479,196,38,1,25.29,0.0,13.97,25.29,13.97,11.32,0.4476,True,Website
1177,INV11176,2024-04-25,77,74,345,2,20.92,0.27,11.97,30.54,23.94,6.6,0.2161,False,Mobile App
1178,INV11177,2023-10-01,377,103,208,1,60.22,0.19,19.36,48.78,19.36,29.42,0.6031,False,Mobile App
1179,INV11178,2023-11-28,204,225,210,4,26.88,0.06,13.18,101.07,52.72,48.35,0.4784,False,Retail POS
1180,INV11179,2023-09-18,483,123,1,1,58.79,0.13,29.71,51.15,29.71,21.44,0.4192,True,Retail POS
1181,INV11180,2022-05-02,146,102,360,3,59.87,0.09,27.55,163.45,82.65,80.8,0.4943,True,Retail POS
1182,INV11181,2022-05-12,149,264,65,1,46.89,0.35,23.45,30.48,23.45,7.03,0.2306,True,Retail POS
1183,INV11182,2022-04-10,493,433,1,2,35.47,0.19,13.13,57.46,26.26,31.2,0.543,False,Website
1184,INV11183,2023-02-08,111,408,243,1,27.24,0.23,12.17,20.97,12.17,8.8,0.4196,True,Retail POS
1185,INV11184,2023-01-18,490,487,469,4,56.83,0.24,23.71,172.76,94.84,77.92,0.451,True,Retail POS
1186,INV11185,2024-03-24,129,161,381,5,50.06,0.26,16.37,185.22,81.85,103.37,0.5581,True,Retail POS
1187,INV11186,2022-12-14,253,233,316,1,52.76,0.2,25.73,42.21,25.73,16.48,0.3904,False,Mobile App
1188,INV11187,2023-07-26,166,491,25,1,20.42,0.01,9.16,20.22,9.16,11.06,0.547,False,Mobile App
1189,INV11188,2023-01-10,297,275,347,3,66.37,0.13,25.39,173.23,76.17,97.06,0.5603,False,Retail POS
1190,INV11189,2024-02-13,426,258,394,4,23.3,0.07,10.3,86.68,41.2,45.48,0.5247,False,Mobile App
1191,INV11190,2022-05-28,495,311,50,5,38.33,0.27,20.41,139.9,102.05,37.85,0.2706,True,Mobile App
1192,INV11191,2022-07-23,137,139,396,2,40.13,0.02,21.69,78.65,43.38,35.27,0.4484,False,Website
1193,INV11192,2023-09-09,279,227,348,1,20.06,0.23,9.93,15.45,9.93,5.52,0.3573,True,Mobile App
1194,INV11193,2023-06-06,334,273,241,5,44.84,0.08,19.74,206.26,98.7,107.56,0.5215,False,Website
1195,INV11194,2023-02-16,11,426,32,2,57.63,0.38,27.24,71.46,54.48,16.98,0.2376,True,Mobile App
1196,INV11195,2023-05-28,71,317,33,4,61.15,0.13,25.41,212.8,101.64,111.16,0.5224,True,Retail POS
1197,INV11196,2022-02-11,159,387,200,4,63.96,0.13,21.62,222.58,86.48,136.1,0.6115,False,Mobile App
1198,INV11197,2022-02-16,216,86,234,5,44.38,0.37,18.45,139.8,92.25,47.55,0.3401,True,Mobile App
1199,INV11198,2022-02-09,26,291,26,2,51.52,0.17,23.65,85.52,47.3,38.22,0.4469,True,Website
1200,INV11199,2022-05-21,286,469,42,4,23.97,0.39,11.5,58.49,46.0,12.49,0.2135,True,Retail POS
1201,INV11200,2024-01-01,162,217,434,5,44.39,0.01,25.78,219.73,128.9,90.83,0.4134,True,Website
1202,INV11201,2022-12-08,430,359,61,4,27.73,0.12,14.79,97.61,59.16,38.45,0.3939,False,Retail POS
1203,INV11202,2024-04-03,102,66,41,4,38.47,0.27,13.3,112.33,53.2,59.13,0.5264,False,Retail POS
1204,INV11203,2023-05-01,69,257,441,4,36.46,0.36,12.84,93.34,51.36,41.98,0.4498,True,Website
1205,INV11204,2023-06-16,133,135,130,3,41.17,0.1,13.59,111.16,40.77,70.39,0.6332,False,Mobile App
1206,INV11205,2023-04-13,189,404,355,2,48.57,0.37,25.33,61.2,50.66,10.54,0.1722,True,Retail POS
1207,INV11206,2022-06-02,211,427,354,5,65.13,0.24,33.34,247.49,166.7,80.79,0.3264,True,Mobile App
1208,INV11207,2023-09-13,243,375,198,5,39.71,0.32,23.66,135.01,118.3,16.71,0.1238,False,Website
1209,INV11208,2023-06-12,166,390,287,2,69.05,0.16,31.53,116.0,63.06,52.94,0.4564,True,Website
1210,INV11209,2022-05-24,412,55,151,2,57.94,0.08,31.75,106.61,63.5,43.11,0.4044,False,Website
1211,INV11210,2022-12-02,410,356,204,2,45.56,0.36,21.55,58.32,43.1,15.22,0.261,True,Website
1212,INV11211,2023-09-20,61,243,182,2,52.19,0.37,29.34,65.76,58.68,7.08,0.1077,False,Retail POS
1213,INV11212,2022-11-23,362,252,371,1,25.1,0.2,12.96,20.08,12.96,7.12,0.3546,False,Website
1214,INV11213,2022-06-16,279,21,412,5,62.22,0.0,30.67,311.1,153.35,157.75,0.5071,True,Mobile App
1215,INV11214,2023-02-07,430,307,207,1,49.11,0.04,23.06,47.15,23.06,24.09,0.5109,False,Mobile App
1216,INV11215,2023-09-24,113,430,147,4,69.29,0.23,35.82,213.41,143.28,70.13,0.3286,True,Retail POS
1217,INV11216,2024-01-28,30,163,204,4,51.81,0.01,22.07,205.17,88.28,116.89,0.5697,False,Website
1218,INV11217,2024-05-12,323,356,498,5,61.7,0.16,20.3,259.14,101.5,157.64,0.6083,True,Retail POS
1219,INV11218,2022-11-03,476,264,48,4,59.98,0.12,18.71,211.13,74.84,136.29,0.6455,False,Retail POS
1220,INV11219,2023-08-31,161,498,258,2,37.26,0.29,16.53,52.91,33.06,19.85,0.3752,False,Retail POS
1221,INV11220,2022-12-11,234,68,139,1,32.97,0.02,15.82,32.31,15.82,16.49,0.5104,False,Website
1222,INV11221,2023-06-04,387,107,172,2,41.51,0.2,13.43,66.42,26.86,39.56,0.5956,True,Mobile App
1223,INV11222,2024-04-28,453,400,101,4,43.35,0.23,16.74,133.52,66.96,66.56,0.4985,False,Mobile App
1224,INV11223,2023-06-06,377,67,187,1,31.99,0.25,12.69,23.99,12.69,11.3,0.471,True,Retail POS
1225,INV11224,2023-06-30,339,199,384,2,64.72,0.16,30.34,108.73,60.68,48.05,0.4419,False,Retail POS
1226,INV11225,2023-05-17,170,192,315,5,47.12,0.12,18.07,207.33,90.35,116.98,0.5642,False,Mobile App
1227,INV11226,2023-12-27,318,2,376,2,68.91,0.27,22.65,100.61,45.3,55.31,0.5497,True,Mobile App
